JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty
109803,0.0178,2.475,2.8545,0.7154,0.5083,1,0
126448,0.0156,2.7893,2.6676,0.7992,0.416,1,0
126448,0.0156,2.7893,2.6676,0.7992,0.416,1,0
124204,0.0212,2.7577,3.0499,0.645,0.504,0,0
141030,0.0186,2.5649,2.8697,0.7447,0.525,0,29
155316,0.0189,2.7553,2.9169,0.7789,0.5018,1,29
157049,0.0247,2.8418,2.6186,0.6792,0.5136,0,41
142435,0.0203,2.7019,2.9473,0.7295,0.4733,1,41
180191,0.0278,3.1601,3.5493,0.6679,0.607,0,41
159287,0.0218,2.8562,3.051,0.7565,0.5499,1,45
145507,0.019,2.6742,2.8652,0.7505,0.5562,0,45
131986,0.0169,2.5259,2.7203,0.7339,0.4775,0,49
154074,0.0199,2.7863,2.8626,0.7487,0.4541,1,49
124978,0.0182,2.4433,2.2796,0.6742,0.5025,0,0
119034,0.0162,2.3579,2.6629,0.7056,0.5227,0,0
139304,0.0237,2.8952,3.3454,0.6571,0.5941,1,0
119769,0.0211,2.5297,2.761,0.6624,0.5459,0,0
143042,0.0214,2.9357,3.1781,0.7404,0.4819,0,0
146650,0.0169,2.8129,2.9309,0.7276,0.4896,1,49
154778,0.0208,2.4953,3.4228,0.6587,0.5811,1,49
146087,0.0199,2.7379,2.9072,0.6473,0.4741,1,49
108506,0.015,2.2929,2.7424,0.7286,0.3873,1,54
123558,0.0212,2.6558,2.8955,0.7103,0.5105,1,54
136980,0.0249,2.81,3.4621,0.6987,0.6083,1,54
135966,0.0157,2.725,2.6169,0.7745,0.3832,0,19
112246,0.0132,2.0006,2.5488,0.7155,0.5418,0,19
129183,0.0136,2.2666,2.8128,0.7833,0.4644,1,19
127634,0.0187,2.8344,3.0174,0.7102,0.4843,0,0
131313,0.0186,2.6586,2.4462,0.683,0.4585,0,29
130645,0.0162,2.4581,2.992,0.723,0.4951,1,29
148115,0.0196,2.8786,2.941,0.7516,0.4333,0,29
148115,0.0196,2.8786,2.941,0.7516,0.4333,0,29
116534,0.0187,2.3791,2.8188,0.7099,0.5515,1,0
119584,0.0181,2.5094,3.1168,0.7306,0.4611,0,0
121018,0.0202,2.6518,3.1348,0.6956,0.5114,0,0
159865,0.0213,2.9172,3.1454,0.7664,0.4781,1,41
143031,0.0195,2.6989,3.0879,0.7043,0.5029,1,41
162287,0.0217,2.9017,3.1065,0.755,0.5203,0,41
141219,0.021,2.5112,3.3397,0.6692,0.5453,0,0
102345,0.0115,2.1395,1.9806,0.7101,0.4327,0,30
110187,0.0118,2.5418,2.3397,0.7305,0.4605,1,30
107719,0.0124,2.2456,2.4031,0.6757,0.5126,1,30
84745,0.0094,1.8641,2.0199,0.6004,0.3372,0,30
84745,0.0094,1.8641,2.0199,0.6004,0.3372,0,30
95376,0.0083,1.9454,2.1573,0.7706,0.541,1,30
138024,0.0249,2.7458,3.2157,0.658,0.6083,0,0
115330,0.0161,2.304,2.7378,0.697,0.4998,0,0
124691,0.0152,2.3112,2.5948,0.7199,0.5265,0,19
156064,0.0244,2.692,3.2601,0.6717,0.6392,1,19
138575,0.0177,2.2408,2.8826,0.6854,0.5696,0,19
104430,0.0114,2.0777,2.4988,0.7151,0.3928,1,30
104826,0.0129,2.2308,2.4435,0.7365,0.4179,1,30
115944,0.0088,2.421,2.314,0.8128,0.2896,1,30
107595,0.0097,2.1433,2.3533,0.8216,0.383,1,30
105098,0.01,2.4911,2.253,0.7654,0.4246,1,30
112383,0.0122,2.5214,2.3777,0.6973,0.507,1,30
130489,0.0183,2.6533,2.3361,0.6841,0.4094,1,45
140307,0.0195,2.8446,2.9602,0.6966,0.53,1,45
151047,0.0153,2.8327,3.075,0.8243,0.4054,1,45
141978,0.0252,2.8347,3.5954,0.6784,0.6121,0,0
140677,0.0227,3.0062,3.119,0.7202,0.4834,0,0
149615,0.0185,2.7803,2.8368,0.7482,0.3932,0,29
154114,0.0193,2.9008,3.0664,0.7003,0.618,0,29
120576,0.02,2.5397,3.3155,0.6618,0.5693,0,54
128239,0.0196,2.5953,3.1291,0.6837,0.4564,1,54
123177,0.0199,2.6529,2.9227,0.7313,0.5105,1,54
155477,0.025,3.1699,3.4523,0.688,0.6255,1,54
124187,0.0161,2.3603,2.3083,0.7088,0.5211,0,0
134187,0.0174,2.8221,2.8706,0.6827,0.5712,0,0
137392,0.0206,2.5787,3.0189,0.716,0.5696,1,45
127033,0.0164,2.519,2.8556,0.7293,0.4724,0,45
148777,0.0178,2.9227,2.9062,0.7508,0.4805,0,29
135681,0.016,2.4249,2.9647,0.7014,0.4488,1,29
137782,0.0218,2.9869,3.1684,0.6863,0.5433,1,54
127279,0.0206,2.5433,2.8852,0.6843,0.5663,1,54
123189,0.017,2.5225,3.1318,0.7306,0.5269,0,54
116767,0.0175,2.4429,2.8721,0.6867,0.3788,1,54
143475,0.0214,2.5283,3.3357,0.6525,0.5411,1,45
144413,0.021,2.6778,2.5948,0.6934,0.5221,1,45
158189,0.0228,2.7488,3.2647,0.7441,0.5807,0,41
158189,0.0228,2.7488,3.2647,0.7441,0.5807,0,41
132285,0.017,2.5311,3.0905,0.6864,0.4476,0,41
130906,0.0165,2.3325,2.8321,0.7061,0.4793,0,41
158978,0.0206,2.8932,3.0851,0.7127,0.5215,0,19
120636,0.0142,2.189,2.5922,0.6989,0.4846,0,19
152913,0.0183,2.8461,3.0086,0.7113,0.5265,0,19
152904,0.0224,2.7249,3.1985,0.6907,0.6172,0,19
137527,0.0201,2.5833,2.9284,0.7111,0.5468,0,45
162582,0.0184,2.9561,3.3082,0.7748,0.4199,1,45
134262,0.0226,2.636,3.6437,0.6646,0.6025,0,0
115459,0.0165,2.5006,2.3241,0.7216,0.5049,1,0
142457,0.0198,2.5398,2.4652,0.6618,0.4651,0,19
151351,0.0207,2.4662,3.249,0.6629,0.5867,1,49
130690,0.0167,2.2395,2.766,0.6908,0.4553,1,49
143873,0.0174,2.451,3.1331,0.7231,0.4853,1,49
163470,0.0216,2.5838,3.5596,0.7147,0.54,1,49
155714,0.0242,2.6829,3.2382,0.6912,0.5925,0,29
133642,0.0205,2.5549,2.7774,0.6759,0.4536,1,29
156571,0.0214,3.0097,3.0088,0.7526,0.48,0,45
161285,0.0247,2.8725,3.5771,0.6947,0.5757,0,45
104369,0.0123,2.2268,1.984,0.7179,0.4182,1,30
109449,0.011,2.5257,2.3805,0.7214,0.4799,1,30
90500,0.01,1.8467,2.259,0.6642,0.6573,1,30
118984,0.0089,2.4784,2.4325,0.8187,0.2743,1,30
105025,0.0134,2.2223,2.173,0.693,0.4217,1,30
119530,0.0129,2.4622,2.4164,0.7781,0.3508,1,30
140846,0.0187,2.6093,2.4036,0.6931,0.4631,0,29
127716,0.0208,2.5287,3.4772,0.6443,0.6165,0,0
130464,0.0225,2.773,3.4067,0.7056,0.5043,1,0
142325,0.0191,2.4579,3.1902,0.6892,0.5033,1,29
124838,0.0126,2.3476,2.5524,0.7193,0.4345,1,29
140106,0.0196,2.4146,2.7227,0.6601,0.5113,1,29
120435,0.0155,2.3119,2.1337,0.6993,0.5121,1,30
110560,0.0134,2.1725,2.4008,0.7009,0.5504,1,30
104943,0.0125,2.1354,2.2569,0.6519,0.477,0,30
111304,0.0103,2.1489,2.4768,0.7678,0.3771,1,30
123451,0.0138,2.6965,2.5666,0.7535,0.3854,0,30
151051,0.0181,2.7931,2.9844,0.7346,0.5195,0,19
127019,0.0158,2.41,2.5418,0.6704,0.4556,0,19
117930,0.0134,2.1037,2.5644,0.7196,0.4363,0,19
136812,0.0161,2.7972,2.744,0.774,0.4408,0,29
109220,0.0125,2.6943,2.4944,0.7591,0.2944,1,30
111840,0.016,2.2878,2.7918,0.6422,0.4469,1,30
110302,0.014,2.3809,2.6353,0.6577,0.477,1,30
125314,0.0105,2.5111,2.6352,0.8322,0.3415,1,30
115868,0.013,2.3588,2.089,0.7186,0.3832,1,30
119369,0.0159,2.287,2.1631,0.6831,0.4927,0,30
135390,0.0155,2.774,2.7294,0.7209,0.5861,1,30
124486,0.0094,2.5149,2.4888,0.8195,0.3137,1,30
107950,0.0103,1.9816,2.426,0.7805,0.4651,0,30
158841,0.0201,2.7929,2.9731,0.7532,0.4749,0,19
150536,0.0183,2.7874,3.005,0.7261,0.5496,0,19
138093,0.0192,2.6048,2.4145,0.6848,0.4266,1,29
138093,0.0192,2.6048,2.4145,0.6848,0.4266,1,29
139667,0.0148,2.6783,2.6601,0.8058,0.4413,0,29
151460,0.0206,2.6483,3.0413,0.6428,0.5868,1,29
140152,0.0246,2.7868,3.6045,0.7036,0.5988,1,0
95337,0.0153,2.3418,2.2863,0.7163,0.4838,0,0
111768,0.0131,2.4074,2.0529,0.6867,0.3739,1,30
135141,0.0158,2.7849,2.7435,0.7242,0.4539,1,30
101556,0.0105,1.9464,2.416,0.7004,0.4408,1,30
160646,0.0246,2.6865,3.8037,0.6666,0.4856,1,29
155783,0.0223,2.7462,2.6665,0.7047,0.5093,0,29
141476,0.0208,2.541,3.4149,0.6443,0.6184,0,29
157748,0.0225,2.5895,3.5267,0.6984,0.5656,0,29
152903,0.023,2.638,3.141,0.6797,0.6371,0,29
119875,0.0167,2.4599,2.2548,0.678,0.4873,1,30
113016,0.0159,2.1702,2.4177,0.6987,0.5494,1,30
137637,0.0192,2.8017,2.8673,0.6871,0.4777,1,30
123066,0.0174,2.6635,2.7609,0.6721,0.5536,1,30
123839,0.0188,2.4246,2.7348,0.6931,0.5403,1,30
109711,0.0144,2.1527,2.3891,0.6303,0.4433,1,30
119428,0.0132,2.191,2.7598,0.7443,0.4257,1,30
120746,0.0168,2.3605,2.89,0.69,0.4513,1,30
120188,0.0168,2.2348,2.583,0.7144,0.5813,1,30
131951,0.0204,2.4076,3.1303,0.667,0.49,1,30
126272,0.0153,2.7639,2.6614,0.7016,0.5596,1,30
127288,0.0119,2.6547,2.6142,0.7774,0.3374,1,30
123660,0.0191,2.3262,2.5598,0.6589,0.6108,1,30
140257,0.0182,2.8083,2.7848,0.7637,0.3979,0,30
76068,0.0062,1.9909,1.6748,0.7684,0.2471,1,20
62520,0.007,1.7253,1.6134,0.7363,0.2266,1,20
79075,0.0055,2.4458,1.8509,0.779,0.2541,0,20
62370,0.0055,1.5076,1.8019,0.6365,0.5596,1,20
68892,0.0032,1.541,1.7322,0.8356,0.4372,0,20
82602,0.0061,1.5563,1.9163,0.7905,0.6994,0,20
85016,0.0063,2.1935,1.8447,0.8546,0.3111,0,20
81271,0.0095,1.9824,1.9911,0.7445,0.4576,1,20
127384,0.0163,2.3328,2.5995,0.6812,0.5604,1,30
115901,0.0132,2.0491,2.651,0.7429,0.5353,1,30
131515,0.018,2.3296,2.4699,0.7043,0.6051,1,30
144012,0.0165,2.6921,2.6802,0.784,0.4783,1,30
83055,0.0068,2.2444,1.9062,0.8508,0.2708,1,41
80485,0.0073,2.5455,1.9777,0.7788,0.1948,1,41
74775,0.0069,1.7743,1.8789,0.7179,0.4589,1,41
74900,0.0057,1.658,1.9277,0.816,0.5648,1,41
56884,0.0024,1.4359,1.642,0.9009,0.3043,1,41
61417,0.0052,1.5419,1.8213,0.6917,0.2748,1,41
69058,0.0063,1.7787,1.8179,0.6868,0.4872,1,41
61816,0.0054,1.6233,1.7508,0.6631,0.2883,1,41
74699,0.0071,1.4903,1.9001,0.6798,0.5201,1,42
75083,0.0063,1.9267,1.6597,0.7861,0.3673,1,42
69767,0.0053,1.6401,1.7254,0.8,0.3722,1,42
62309,0.0049,1.5299,1.6935,0.5814,0.1215,1,42
69051,0.0086,1.8185,1.7181,0.7222,0.4343,1,42
86735,0.0061,2.0835,1.9207,0.8665,0.2822,1,42
70618,0.0058,1.9268,1.7918,0.7168,0.1836,1,42
97543,0.0054,2.3138,2.0303,0.8351,0.1779,1,42
65252,0.0029,1.382,1.6839,0.8935,0.3212,1,42
83526,0.007,2.386,1.9162,0.7464,0.2618,1,42
81058,0.0044,2.0065,1.8014,0.8952,0.2652,1,20
64136,0.0027,1.585,1.6834,0.9141,0.3827,0,20
64727,0.0059,1.6307,1.6823,0.7743,0.2772,0,20
82501,0.0087,2.0184,1.9024,0.6842,0.4491,0,20
60478,0.0047,1.3812,1.6499,0.6686,0.4674,1,20
57896,0.0027,1.1273,1.5556,0.8947,0.3239,1,20
68129,0.0054,1.4015,1.824,0.6621,0.3673,1,20
80688,0.0088,1.9473,2.0073,0.746,0.5425,1,20
97521,0.0091,2.0804,2.0374,0.816,0.4683,1,42
57614,0.0027,1.1795,1.5651,0.8394,0.3113,1,42
84252,0.0056,2.1194,1.9052,0.887,0.1968,1,42
78529,0.0067,1.7412,1.9621,0.7182,0.3703,1,42
88612,0.0027,2.092,1.9195,0.909,0.1907,1,42
65686,0.0076,1.8081,1.6682,0.7203,0.3759,1,42
78357,0.0066,1.9651,1.7123,0.7223,0.2916,1,42
68330,0.0048,1.8237,1.7507,0.7347,0.2291,1,42
71781,0.0031,1.6969,1.6901,0.8727,0.339,1,42
87493,0.0095,1.7825,2.2089,0.6392,0.4811,1,42
85404,0.0091,1.7335,2.1685,0.6888,0.458,1,42
111828,0.0109,2.6145,2.3249,0.7396,0.4725,1,42
79779,0.0082,1.6778,1.9556,0.6108,0.4198,1,42
77117,0.0099,1.9499,1.8452,0.7011,0.356,1,42
89650,0.0101,1.9761,2.0738,0.7465,0.4979,1,42
83220,0.0087,1.8818,2.2043,0.6806,0.4783,1,42
128950,0.0166,2.4912,2.26,0.6413,0.4097,1,30
142796,0.0182,2.7732,2.8264,0.72,0.4949,1,30
132825,0.017,2.3664,2.6528,0.6991,0.5837,1,30
113173,0.0107,2.2053,2.3172,0.7465,0.4625,1,30
84063,0.0067,2.2777,1.9237,0.8448,0.2643,1,41
74443,0.0049,1.579,1.9485,0.8442,0.4371,1,41
90750,0.0086,2.2123,2.0379,0.8217,0.2928,1,41
90762,0.0084,2.3504,2.0116,0.7418,0.4948,1,41
57934,0.0044,1.4291,1.6698,0.7437,0.4362,1,41
80718,0.0111,1.7441,1.9288,0.686,0.7074,1,41
89350,0.0087,2.2393,2.0588,0.822,0.3077,1,41
127625,0.0164,2.456,2.3379,0.6909,0.478,0,30
121214,0.0159,2.4542,2.4298,0.6567,0.4222,1,30
131755,0.0141,2.341,2.7064,0.7503,0.4633,0,30
122401,0.0146,2.412,2.1887,0.7178,0.4828,1,30
116061,0.0156,2.2895,2.3031,0.716,0.5838,0,30
141734,0.0163,2.7208,2.687,0.7735,0.4152,1,30
71953,0.006,2.0454,1.6446,0.7627,0.1844,1,41
69051,0.0057,1.5429,1.7942,0.7982,0.4933,1,41
69051,0.0057,1.5429,1.7942,0.7982,0.4933,1,41
67471,0.0073,1.5322,1.8708,0.5799,0.3662,1,41
77331,0.0087,1.731,1.9204,0.6623,0.5888,1,41
93839,0.009,2.4746,2.0781,0.8244,0.2782,1,41
85375,0.0104,1.72,2.3595,0.7106,0.6705,1,41
81867,0.0059,1.8256,1.9777,0.8222,0.3866,1,41
83289,0.0087,1.8734,2.0086,0.7585,0.497,1,42
104238,0.0096,2.5585,2.2496,0.7623,0.4431,1,42
78813,0.0078,1.6024,2.0092,0.6845,0.3584,1,42
79821,0.0056,1.6736,1.9648,0.7878,0.3691,1,42
91335,0.0071,2.2405,1.9838,0.8531,0.2436,1,42
92352,0.0109,2.0001,2.1715,0.7204,0.5694,1,42
115843,0.0076,2.3491,2.3167,0.8436,0.3901,1,42
85997,0.0077,2.3858,1.9825,0.7352,0.3191,1,20
75795,0.0072,1.6622,1.8274,0.7618,0.4593,1,20
76248,0.0072,1.6948,2.0279,0.7064,0.5465,1,20
108063,0.0067,2.2536,2.2325,0.8085,0.3257,1,20
82500,0.0066,1.3784,1.9251,0.7993,0.6532,0,20
85481,0.0095,1.9401,1.9952,0.7331,0.4405,0,20
134006,0.018,2.4766,2.6451,0.7273,0.5201,1,30
127624,0.0153,2.4393,2.8005,0.6716,0.3834,1,30
141535,0.02,2.5308,2.7253,0.7122,0.533,1,30
147929,0.0202,2.4949,2.9855,0.6845,0.6446,0,30
146543,0.0204,2.5542,2.8798,0.7236,0.5581,1,30
134984,0.0181,2.4669,2.3463,0.6832,0.5121,1,30
155803,0.0194,2.9044,3.1258,0.7024,0.5502,1,30
90028,0.0094,1.9368,1.8273,0.6879,0.4992,1,20
80737,0.0042,1.8493,1.8216,0.8303,0.4579,0,20
83682,0.0115,1.8938,1.9274,0.6515,0.308,1,20
87546,0.0088,1.7539,2.1882,0.6885,0.4821,1,20
88910,0.0094,2.0889,2.1168,0.6948,0.3377,1,20
102336,0.009,2.3597,2.1164,0.8631,0.2556,0,20
73225,0.0054,1.6231,1.8551,0.782,0.4425,1,20
76534,0.0101,1.875,1.8217,0.643,0.4232,0,20
76534,0.0101,1.875,1.8217,0.643,0.4232,0,20
96050,0.0086,2.4166,2.0979,0.7356,0.5385,1,20
81755,0.0084,1.7594,2.1276,0.6838,0.5445,1,20
100208,0.0047,2.3572,2.0521,0.8778,0.2487,1,20
99346,0.0125,2.4821,2.2849,0.7028,0.4751,1,42
88348,0.01,1.9002,2.0842,0.6624,0.4941,1,42
79866,0.0083,1.6856,2.1859,0.7236,0.4553,1,42
99653,0.012,1.9933,2.3495,0.7465,0.5934,1,42
99653,0.012,1.9933,2.3495,0.7465,0.5934,1,42
85829,0.0074,2.0549,1.978,0.7523,0.3864,1,42
79318,0.0067,1.7937,2.0896,0.7892,0.3808,1,42
100867,0.0099,2.2863,2.2223,0.8403,0.3447,1,41
100867,0.0099,2.2863,2.2223,0.8403,0.3447,1,41
87379,0.0124,2.0779,2.0821,0.6962,0.4986,1,41
100904,0.0098,2.2996,2.1618,0.8184,0.4228,1,41
93098,0.0116,2.1413,2.2227,0.6324,0.5509,1,41
66841,0.0047,1.5497,1.8939,0.7617,0.4448,1,41
102139,0.0099,2.4237,2.201,0.7528,0.4266,1,20
86668,0.0092,1.7913,2.1987,0.6864,0.3975,0,20
84432,0.0075,1.8676,1.9701,0.8063,0.4,1,20
87023,0.0084,1.7294,2.1383,0.7263,0.4614,0,20
75754,0.0063,1.4838,1.8563,0.7128,0.4426,0,20
75754,0.0063,1.4838,1.8563,0.7128,0.4426,0,20
106122,0.0103,2.5024,2.2664,0.7607,0.4719,0,20
154719,0.0199,2.8936,3.0839,0.7181,0.5025,1,30
149052,0.021,2.7615,3.0428,0.6575,0.5292,0,30
120480,0.0137,2.2164,2.6624,0.6767,0.5202,0,30
108830,0.0115,2.4606,2.2924,0.7151,0.4969,0,42
100900,0.0112,2.2034,2.3129,0.6771,0.5123,1,42
115101,0.0077,2.4267,2.306,0.844,0.3315,1,42
115101,0.0077,2.4267,2.306,0.844,0.3315,1,42
100289,0.0098,1.8323,2.1693,0.7195,0.3887,1,42
100289,0.0098,1.8323,2.1693,0.7195,0.3887,1,42
114589,0.0121,2.3402,2.3446,0.7883,0.4606,1,42
118753,0.0156,2.3509,2.673,0.7233,0.5847,1,42
76604,0.0063,1.8848,1.689,0.7737,0.3378,1,41
65297,0.0061,2.1061,1.6654,0.6689,0.3892,1,41
72906,0.0041,1.6259,1.8412,0.8243,0.3623,1,41
83062,0.0067,2.392,1.9509,0.7577,0.2199,1,41
73288,0.0063,1.9858,1.8447,0.7033,0.2411,1,41
57259,0.0028,1.4238,1.6113,0.8083,0.1413,1,41
61909,0.0029,1.4503,1.6582,0.8018,0.223,1,41
61909,0.0029,1.4503,1.6582,0.8018,0.223,1,41
84582,0.0064,2.4932,1.9812,0.7764,0.2817,1,41
67806,0.0043,1.5121,1.7035,0.824,0.5019,1,41
91687,0.0033,2.1568,1.9301,0.8978,0.1535,1,41
156101,0.0195,2.8825,3.0564,0.7296,0.5134,1,30
145272,0.0199,2.7925,2.9616,0.6664,0.5319,0,30
84875,0.0086,2.1526,1.8432,0.7407,0.3037,1,41
84875,0.0086,2.1526,1.8432,0.7407,0.3037,1,41
89619,0.0117,2.1415,2.2899,0.7324,0.4876,1,41
73574,0.0042,1.6795,1.8488,0.8168,0.3961,1,41
97008,0.0105,2.1803,2.2868,0.7414,0.4208,1,41
79386,0.0092,2.0537,1.963,0.7653,0.307,1,41
78115,0.0131,2.1422,2.3822,0.7245,0.6303,1,71
67965,0.0097,2.1415,2.1318,0.7442,0.3011,1,71
54826,0.004,1.6337,1.7676,0.8505,0.362,1,71
51871,0.0041,1.4503,1.7875,0.804,0.244,1,71
69131,0.0064,2.1655,1.9578,0.8613,0.2999,1,71
72657,0.0079,2.3773,2.092,0.7479,0.3636,1,71
50390,0.0063,2.1447,1.7041,0.6581,0.3348,1,71
52683,0.0042,1.7827,1.7408,0.8402,0.1335,1,71
60623,0.0081,1.9946,1.8982,0.7731,0.3575,1,71
57980,0.0074,1.5562,2.1187,0.7177,0.595,1,71
90250,0.0104,2.1505,1.8841,0.705,0.3941,1,41
78394,0.0089,2.1137,1.9719,0.6808,0.2979,1,41
69811,0.0049,1.6842,1.9233,0.8063,0.3397,1,41
78283,0.011,1.7949,1.8915,0.6427,0.4447,1,41
86487,0.0115,2.1403,2.0541,0.7469,0.3402,1,41
99565,0.0107,2.6203,2.2116,0.7208,0.5144,1,41
103100,0.0099,2.5368,2.2232,0.7573,0.4478,1,42
93202,0.0098,1.7067,2.2221,0.7072,0.624,0,42
84991,0.0065,1.8498,2.0006,0.7805,0.4894,1,42
112615,0.012,2.5761,2.2894,0.7455,0.4991,1,42
102977,0.0118,2.1927,2.3246,0.6692,0.4406,1,42
109288,0.0112,2.5452,2.3026,0.7285,0.3823,0,20
98242,0.0108,1.889,2.2372,0.7511,0.5553,1,20
94277,0.009,1.8128,2.2941,0.7593,0.4375,0,20
96694,0.0125,2.093,2.0886,0.6699,0.4826,0,20
100866,0.0118,2.038,2.2249,0.7217,0.5136,0,20
91563,0.0108,2.1429,1.948,0.6328,0.3714,1,20
95744,0.0098,2.0476,2.1907,0.6592,0.3087,0,20
108526,0.0107,2.5323,2.3683,0.748,0.3622,1,42
91107,0.0101,1.8567,2.3582,0.6933,0.5965,1,42
92117,0.0081,1.9655,2.0252,0.7377,0.4883,1,42
86805,0.0066,1.9447,2.0504,0.7939,0.3948,1,42
76181,0.0072,1.5108,1.9301,0.6577,0.5276,1,41
98149,0.0078,2.4083,2.0231,0.8434,0.3231,1,41
86325,0.0098,2.1471,2.0591,0.7394,0.437,1,41
67552,0.0041,1.563,1.8183,0.8361,0.4169,1,41
76012,0.0049,1.6095,1.8758,0.8424,0.45,1,41
99646,0.0114,2.1498,2.0317,0.7015,0.3963,1,41
106809,0.0135,2.2181,2.3871,0.7125,0.5781,1,41
70860,0.0072,2.2932,2.0254,0.7509,0.3838,0,71
73185,0.0035,2.1919,2.0238,0.8801,0.2188,1,71
55883,0.0053,1.7889,1.9036,0.8085,0.1678,1,71
55883,0.0053,1.7889,1.9036,0.8085,0.1678,1,71
65926,0.0098,1.8456,2.1487,0.5968,0.3963,1,71
54254,0.0074,1.6641,1.9937,0.6973,0.523,1,71
55129,0.0063,1.5853,1.9195,0.6794,0.3265,1,71
65906,0.0059,1.87,2.0638,0.7952,0.2717,1,71
56918,0.0067,1.6334,1.9746,0.6761,0.3414,1,71
79032,0.0128,1.9103,2.3238,0.6978,0.6509,1,71
89015,0.0152,2.4487,2.705,0.7094,0.5289,1,71
75398,0.0121,2.0403,2.3096,0.6027,0.3723,1,71
75956,0.0095,1.9432,2.3036,0.8011,0.4738,1,71
73070,0.0107,2.0543,2.1869,0.7741,0.5636,1,71
74052,0.0106,2.157,2.2614,0.6374,0.4282,1,71
74052,0.0106,2.157,2.2614,0.6374,0.4282,1,71
72219,0.0069,1.9668,2.0635,0.8117,0.5068,1,71
70479,0.013,2.0569,2.0765,0.6806,0.4958,1,71
114126,0.0112,2.4621,2.2892,0.8315,0.401,0,20
98819,0.0095,2.0727,2.2394,0.7657,0.4194,0,20
98819,0.0095,2.0727,2.2394,0.7657,0.4194,0,20
99360,0.0104,2.2019,1.9005,0.714,0.4196,0,20
104528,0.0125,2.2555,2.3297,0.6859,0.435,1,20
158398,0.0196,2.9251,2.8597,0.755,0.4331,1,30
121947,0.0139,2.1095,2.6173,0.7251,0.4873,1,30
139785,0.0172,2.3044,2.8296,0.7188,0.5456,1,30
169963,0.0248,2.9775,3.2795,0.6792,0.5232,1,30
153709,0.0194,2.8401,3.0029,0.7261,0.5041,1,30
142534,0.0189,2.6238,2.9615,0.7004,0.4853,1,30
158333,0.0201,2.8094,2.8806,0.7573,0.4871,1,30
141141,0.0183,2.3763,3.1177,0.6813,0.5303,0,30
157109,0.0232,2.7305,3.3391,0.7013,0.5727,1,30
91598,0.0112,1.9906,2.2209,0.7344,0.5794,1,42
91380,0.0085,1.987,2.2495,0.8283,0.3743,1,42
122797,0.0163,2.7771,2.6065,0.7331,0.4589,1,42
117704,0.0176,2.3214,2.7045,0.7047,0.6356,1,42
76500,0.0085,1.652,2.0452,0.6755,0.4384,1,42
97120,0.0102,2.0855,2.2914,0.7362,0.5138,0,42
101361,0.0128,2.1544,2.3445,0.7699,0.524,1,42
110028,0.0158,2.2307,2.8574,0.6407,0.6074,1,42
91706,0.0083,2.0412,2.1769,0.716,0.4227,1,42
105735,0.0109,2.0991,2.5608,0.8016,0.5056,1,42
104483,0.0135,2.23,2.6059,0.6519,0.4126,1,42
75739,0.0118,2.1387,2.2298,0.6414,0.4967,1,71
77127,0.012,2.4109,1.9247,0.7043,0.4341,1,71
67354,0.0104,1.8962,2.2977,0.6661,0.5125,1,71
67354,0.0104,1.8962,2.2977,0.6661,0.5125,1,71
75925,0.0083,1.9795,2.1067,0.7521,0.4115,1,71
71303,0.0078,2.0608,2.1272,0.79,0.3483,1,71
80749,0.0133,2.1821,2.2366,0.7145,0.4914,1,71
73115,0.0099,2.144,2.2244,0.6865,0.4139,1,71
56396,0.0058,1.7086,1.9541,0.7689,0.316,1,71
106707,0.0123,2.3595,2.0252,0.7094,0.3907,0,20
105646,0.0105,2.2418,2.1718,0.7905,0.4966,1,20
105646,0.0105,2.2418,2.1718,0.7905,0.4966,1,20
105574,0.0123,2.2521,2.3753,0.6449,0.4864,0,20
88199,0.008,1.9785,1.9985,0.6944,0.3824,1,20
103232,0.0124,1.9812,2.5565,0.674,0.5912,0,20
103923,0.0101,2.4347,2.2768,0.8344,0.3195,1,41
102741,0.0125,2.2975,2.4339,0.6898,0.4814,1,41
92296,0.011,2.0837,2.1824,0.6628,0.4717,1,41
88145,0.0078,1.951,2.1742,0.7906,0.5007,1,41
90001,0.0108,1.9183,2.3341,0.6297,0.4309,1,41
118689,0.0132,2.4012,2.5532,0.8103,0.4963,1,41
84635,0.0072,1.8594,2.1336,0.8044,0.4344,1,41
89994,0.0099,2.0456,1.9846,0.7194,0.4264,0,41
110035,0.0119,2.6984,2.4221,0.7177,0.5332,1,41
85386,0.0139,2.2799,2.5721,0.7332,0.5396,1,71
96187,0.0136,2.6449,2.6284,0.7205,0.516,1,71
70888,0.0104,2.1263,2.093,0.6895,0.3687,1,71
78239,0.0098,2.0512,2.4336,0.7802,0.4948,1,71
92584,0.017,2.4016,2.4722,0.6357,0.5801,1,71
98369,0.0147,2.6463,2.6396,0.7084,0.542,1,71
77568,0.0116,1.9332,2.3852,0.7243,0.4959,1,71
77568,0.0116,1.9332,2.3852,0.7243,0.4959,1,71
110162,0.0138,2.2328,2.3596,0.6972,0.573,1,42
120090,0.0121,2.6224,2.4747,0.7598,0.5165,1,42
104528,0.013,2.0309,2.5141,0.6524,0.5646,1,42
95208,0.009,1.909,2.3112,0.7447,0.4406,1,42
92185,0.0151,2.3171,2.7375,0.7321,0.6418,1,71
78022,0.0109,2.0435,2.2862,0.6707,0.4634,1,71
