JPEG_size,EDGE_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND_CONTRAST,CONTOUR_CONGESTION,evaluation,general_difficulty,adaptive
117527,0.0155,2.1794,2.8478,0.6629,0.6078,1,19,0
100079,0.0121,2.1457,2.1489,0.66,0.4711,0,19,0
100079,0.0121,2.1457,2.1489,0.66,0.4711,0,19,0
105785,0.0139,2.1054,2.7169,0.6938,0.4658,0,0,0
108921,0.0137,2.2315,2.5154,0.6815,0.4738,1,0,0
112997,0.0138,2.6495,2.4708,0.7531,0.4057,0,0,0
150205,0.0215,2.8773,3.233,0.7015,0.4747,1,35,1
140035,0.0212,2.5181,3.3481,0.6521,0.6311,0,35,1
138164,0.0203,2.7758,2.7283,0.6668,0.431,1,35,1
154220,0.0205,2.822,2.9602,0.7976,0.5122,1,41,0
111548,0.0135,2.1943,2.6635,0.745,0.5059,0,41,0
111548,0.0135,2.1943,2.6635,0.745,0.5059,0,41,0
148968,0.0194,2.7451,2.8505,0.7792,0.4882,1,41,0
148968,0.0194,2.7451,2.8505,0.7792,0.4882,1,41,0
146859,0.0226,2.6251,3.3307,0.7094,0.6304,0,41,0
129315,0.0163,2.7793,2.6623,0.7405,0.3849,1,45,0
129315,0.0163,2.7793,2.6623,0.7405,0.3849,1,45,0
136446,0.0177,2.8095,2.8191,0.7441,0.4998,1,45,0
141491,0.0226,2.7458,3.2226,0.6896,0.5522,1,45,0
134532,0.0164,2.7171,2.6535,0.7155,0.5072,0,29,0
121097,0.0147,2.351,2.1811,0.681,0.4424,1,29,0
126577,0.0149,2.2247,2.621,0.699,0.5783,0,41,1
168069,0.0214,2.9081,2.5572,0.6945,0.4919,0,41,1
114711,0.0132,2.3233,2.4435,0.6307,0.5459,1,41,1
129753,0.0164,2.388,2.5972,0.6958,0.6202,0,68,1
145332,0.0258,2.9206,3.3935,0.6379,0.6413,1,0,0
146943,0.0217,2.7386,3.4658,0.7387,0.5468,1,0,0
146731,0.0239,3.0524,3.3477,0.7005,0.4857,1,0,0
127779,0.0203,2.6045,3.0562,0.7077,0.617,1,54,0
146489,0.0237,3.0387,3.3161,0.6955,0.5816,1,54,0
114880,0.0173,2.3593,2.8692,0.6811,0.5165,1,54,0
126699,0.0181,2.5414,3.2633,0.7429,0.4906,1,54,0
132454,0.0166,2.4597,2.3434,0.7015,0.4835,0,19,0
109884,0.0131,2.1743,2.2172,0.6812,0.4808,0,19,0
122957,0.0164,2.229,2.4592,0.7191,0.4698,0,19,0
129276,0.0162,2.2745,2.9995,0.6543,0.5122,0,19,0
119364,0.0166,2.7025,2.7078,0.6992,0.6189,1,41,1
108731,0.0178,2.5406,2.5228,0.6744,0.5124,1,41,1
108731,0.0178,2.5406,2.5228,0.6744,0.5124,1,41,1
154298,0.0256,2.9277,2.7502,0.6721,0.4827,0,41,1
135264,0.0186,2.4037,2.6647,0.6796,0.5439,1,19,0
124796,0.0163,2.546,2.5795,0.6823,0.5187,0,19,0
127145,0.0153,2.6052,2.5819,0.7859,0.4089,0,29,0
106642,0.0157,2.1659,2.3014,0.7094,0.5318,1,29,0
139507,0.0188,2.4941,2.7834,0.7143,0.5466,1,49,0
150603,0.0202,2.5742,3.3547,0.6737,0.5177,1,49,0
152178,0.0217,2.728,3.2198,0.6822,0.5711,1,49,0
135478,0.015,2.4366,2.7423,0.703,0.4674,1,49,0
124050,0.0213,2.6113,3.1276,0.7057,0.5759,1,0,0
118346,0.0178,2.4516,3.1966,0.7025,0.4955,0,0,0
110226,0.0176,2.3041,2.7161,0.6894,0.5738,0,0,0
122513,0.0201,2.5323,3.4277,0.6462,0.5708,1,0,0
124037,0.0166,2.772,2.8128,0.7846,0.4361,0,0,0
102722,0.0161,2.2817,2.6078,0.7181,0.5394,1,54,0
111851,0.0184,2.5635,2.8119,0.6047,0.4039,1,54,0
115544,0.016,2.315,2.8036,0.7534,0.5519,1,54,0
124660,0.0212,2.6433,3.0425,0.6866,0.5674,1,54,0
145091,0.0249,2.7541,3.9076,0.6492,0.6076,1,0,0
161722,0.0228,3.0447,3.5386,0.7346,0.499,0,0,0
102367,0.0165,2.4193,2.6986,0.7188,0.5381,0,0,0
101295,0.0149,2.1802,2.7384,0.6985,0.5293,1,0,0
112584,0.0177,2.6034,2.9116,0.6507,0.5197,0,0,0
127402,0.0192,2.5482,2.7215,0.7045,0.4234,1,41,0
118037,0.015,2.3246,2.8205,0.629,0.4789,0,41,0
151519,0.0194,2.8512,2.9974,0.7853,0.4399,1,41,0
144208,0.0184,2.9487,3.0625,0.7249,0.5622,1,41,0
157483,0.0226,2.833,3.0843,0.7163,0.5548,1,35,1
196952,0.0291,3.1858,3.1902,0.6706,0.5248,0,35,1
142467,0.0207,2.7682,2.6742,0.6779,0.516,1,35,1
134452,0.016,2.6531,2.6906,0.8018,0.4522,0,45,0
140303,0.0182,2.7491,2.8596,0.7763,0.4977,1,45,0
125127,0.0182,2.3955,2.6852,0.6827,0.6342,1,45,0
124828,0.0173,2.3735,2.3975,0.691,0.5583,0,0,0
136655,0.0132,2.663,2.8508,0.7834,0.328,0,0,0
127925,0.0161,2.4615,2.2158,0.702,0.4172,0,19,0
122396,0.0156,2.4201,2.5636,0.7341,0.4664,0,19,0
136886,0.0184,2.6457,2.8738,0.6398,0.5322,0,19,0
123591,0.023,2.5246,3.4805,0.619,0.6791,1,68,1
113767,0.0202,2.7165,2.8054,0.6904,0.5361,1,68,1
139150,0.023,3.0457,3.1187,0.6421,0.5347,1,68,1
126246,0.0167,2.4022,3.0525,0.6742,0.5183,1,45,0
127796,0.0147,2.4201,2.873,0.7563,0.4047,0,45,0
133430,0.0198,2.3818,3.179,0.6382,0.5514,1,41,0
131232,0.0189,2.4585,2.7921,0.6769,0.5623,1,41,0
154276,0.0161,2.8296,3.125,0.7579,0.4252,1,41,0
118182,0.0147,2.2293,2.6123,0.691,0.426,1,41,0
147086,0.0219,2.7515,2.734,0.6693,0.5389,1,35,1
109033,0.0131,2.3422,2.2512,0.6979,0.5306,1,35,1
121266,0.0154,2.2806,2.5682,0.7071,0.6336,0,35,1
117996,0.0192,2.7585,2.8922,0.6814,0.4645,1,0,0
119889,0.0192,2.5854,2.851,0.7395,0.5266,0,0,0
133505,0.0239,2.598,3.6494,0.6375,0.6602,0,0,0
136491,0.0218,2.8992,3.277,0.7037,0.533,1,0,0
149991,0.0243,3.04,3.3521,0.7201,0.4952,1,0,0
140271,0.0236,2.7003,3.7276,0.6687,0.5864,1,0,0
147376,0.0297,3.0971,3.715,0.6298,0.5994,0,68,1
142323,0.0276,2.8799,3.1276,0.6758,0.5603,1,68,1
115220,0.0206,2.4421,3.3586,0.6299,0.6296,1,68,1
127082,0.0157,2.5319,2.3553,0.6662,0.5568,1,68,1
160035,0.0186,2.9544,2.8009,0.6728,0.4488,0,68,1
121681,0.0127,2.4454,2.4059,0.8018,0.4626,0,29,0
120336,0.0125,2.1963,2.554,0.7583,0.5521,0,29,0
127277,0.0148,2.6977,2.494,0.7588,0.5423,0,41,1
117138,0.0135,2.1827,2.4583,0.7173,0.5005,1,41,1
122458,0.0156,2.2696,2.6705,0.7312,0.64,1,41,1
126819,0.023,2.7857,3.2665,0.6886,0.4903,1,54,0
114951,0.0191,2.669,3.0471,0.654,0.5347,1,54,0
107699,0.0156,2.3296,2.8737,0.6941,0.5229,1,54,0
96222,0.016,2.1713,2.3449,0.7337,0.572,1,54,0
114039,0.019,2.6841,2.8499,0.6653,0.4586,0,0,0
101449,0.0142,2.1507,2.7159,0.7096,0.5245,1,0,0
135312,0.0169,2.6375,2.6611,0.7796,0.5045,1,45,0
116127,0.0164,2.3315,2.9564,0.6767,0.4888,1,45,0
114016,0.0148,2.15,2.7298,0.6891,0.5313,1,45,0
129313,0.0156,2.4349,2.474,0.6899,0.5231,1,41,1
113625,0.013,2.5523,2.233,0.7342,0.4197,1,41,1
137243,0.0148,2.7829,2.5115,0.6569,0.384,1,41,1
122813,0.0142,2.4311,2.5038,0.6644,0.5923,1,41,1
130734,0.0178,2.38,2.3069,0.6469,0.5363,0,29,0
131905,0.0161,2.318,3.0308,0.6993,0.4759,1,29,0
121549,0.015,2.2361,2.5113,0.7119,0.5921,1,29,0
150477,0.0188,2.857,2.7805,0.7438,0.5579,1,68,1
157270,0.0187,2.8837,2.8309,0.6613,0.4399,0,68,1
110264,0.0161,2.3606,2.7068,0.7219,0.4793,0,0,0
104885,0.0126,2.3729,2.6033,0.7696,0.4384,0,0,0
111768,0.0187,2.51,2.9812,0.6932,0.5806,1,50,1
106376,0.0134,2.4165,2.527,0.7987,0.4984,0,50,1
158902,0.021,2.9108,3.1189,0.7039,0.4989,1,49,0
138323,0.0192,2.5567,2.3627,0.6837,0.3955,1,49,0
136629,0.0158,2.7354,2.681,0.704,0.5171,0,49,0
147887,0.0227,2.7345,3.0556,0.71,0.5289,0,41,0
117233,0.0156,2.268,2.7223,0.6795,0.4678,0,41,0
142097,0.0187,2.5243,3.074,0.7245,0.5302,0,41,0
143098,0.0195,2.5618,3.3626,0.6691,0.4999,0,41,0
123912,0.0228,2.4873,3.5196,0.6167,0.7051,0,68,1
122077,0.0214,2.9475,2.9892,0.7335,0.4536,1,68,1
153326,0.0182,2.8264,2.8121,0.7755,0.4388,1,49,0
127133,0.0133,2.3278,2.6642,0.7242,0.4403,0,49,0
150994,0.0174,2.9655,2.7372,0.7938,0.4417,1,49,0
141390,0.0201,2.4652,3.1236,0.6623,0.555,1,29,0
110082,0.0104,2.096,2.3278,0.7568,0.4786,0,29,0
105906,0.0103,2.095,2.4546,0.7357,0.3859,0,29,0
117220,0.0137,2.3895,2.4216,0.6798,0.5364,0,41,1
111961,0.0135,1.9726,2.6117,0.6627,0.6537,1,41,1
124639,0.0112,2.7799,2.3755,0.7945,0.5207,0,41,1
147063,0.0156,2.5335,2.5377,0.7797,0.5404,1,41,1
142266,0.0175,2.6069,2.7866,0.6708,0.5819,0,68,1
184965,0.0238,3.186,3.0675,0.6564,0.4734,1,68,1
130938,0.0173,2.4265,2.7625,0.6975,0.5723,1,35,1
123158,0.0159,2.2817,2.6222,0.686,0.6451,1,35,1
138435,0.0157,2.8526,2.7187,0.7568,0.4881,1,35,1
126938,0.0181,2.4752,2.4173,0.6682,0.4867,0,0,0
99361,0.0128,2.2214,2.2251,0.6318,0.4652,0,0,0
126095,0.0168,2.4748,2.3184,0.7075,0.5091,0,29,0
110070,0.013,2.1468,2.4439,0.7125,0.4927,1,29,0
118344,0.0171,2.4032,2.2367,0.7041,0.4953,1,29,0
116584,0.0195,2.5801,2.9498,0.7059,0.5406,0,50,1
118889,0.0164,2.497,2.9611,0.7286,0.4291,0,50,1
130286,0.0239,2.7394,3.3517,0.6766,0.581,1,0,0
122607,0.0197,2.5207,2.953,0.6974,0.5936,1,0,0
95429,0.0112,2.3239,2.4203,0.7468,0.3929,0,0,0
149674,0.027,2.9369,3.6435,0.6926,0.603,1,0,0
136653,0.0212,2.647,3.2849,0.702,0.5559,1,0,0
136653,0.0212,2.647,3.2849,0.702,0.5559,1,0,0
135698,0.0227,2.7003,2.7433,0.6709,0.5194,1,0,0
150457,0.0273,2.844,3.6609,0.6898,0.6594,1,0,0
158394,0.0275,2.8963,3.6046,0.6927,0.6507,1,0,0
120144,0.0166,2.6001,2.8732,0.6954,0.4505,1,0,0
109646,0.0169,2.4053,2.6604,0.719,0.5655,1,0,0
91180,0.0095,2.2899,2.2306,0.7504,0.4145,0,0,0
106062,0.0179,2.3147,2.556,0.7113,0.4908,0,0,0
151981,0.019,2.8629,2.9615,0.7053,0.5331,0,49,0
154849,0.0143,2.7817,2.9835,0.8213,0.4114,0,49,0
136438,0.0156,2.4412,2.8944,0.7431,0.4043,1,49,0
119525,0.0169,2.4472,2.6329,0.7291,0.4467,0,0,0
116061,0.0168,2.4672,2.6335,0.6515,0.5295,0,0,0
130758,0.0201,2.9707,3.0685,0.6807,0.5171,1,54,0
100754,0.016,2.172,2.789,0.6716,0.4376,0,54,0
124906,0.0179,2.4035,2.9571,0.6747,0.4589,1,54,0
125478,0.0182,2.8804,2.9697,0.7464,0.4389,1,54,0
108881,0.0195,2.3863,3.2419,0.6732,0.6443,1,68,1
118297,0.019,2.5836,2.9523,0.7137,0.5691,1,68,1
141732,0.0274,2.9888,3.7617,0.6551,0.6089,1,68,1
167908,0.0233,2.8391,3.1126,0.718,0.5598,0,68,1
135547,0.0161,2.7983,2.7165,0.726,0.4222,0,19,0
118235,0.0137,2.0533,2.4323,0.629,0.5793,0,19,0
143731,0.0162,2.6687,2.698,0.7744,0.4989,1,19,0
126043,0.0153,2.5441,2.7159,0.6439,0.4482,0,19,0
140844,0.0279,3.1596,3.6221,0.657,0.549,0,68,1
124017,0.017,2.9547,2.9918,0.7893,0.5053,0,68,1
114479,0.0152,2.2552,2.8739,0.7022,0.476,1,45,0
117513,0.0138,2.3804,2.5741,0.729,0.4566,1,45,0
117513,0.0138,2.3804,2.5741,0.729,0.4566,1,45,0
112283,0.0128,2.1844,2.5377,0.7385,0.4449,0,45,0
155224,0.0205,2.8124,3.0973,0.7707,0.5243,1,41,0
157135,0.0221,2.8925,3.2127,0.7207,0.5943,0,41,0
157135,0.0221,2.8925,3.2127,0.7207,0.5943,0,41,0
142207,0.0225,2.7585,3.2,0.685,0.5919,0,41,0
127037,0.018,2.4992,2.7303,0.6138,0.3962,1,41,0
172879,0.0248,3.1275,3.2315,0.733,0.56,0,35,1
170851,0.0239,3.0918,3.4296,0.7035,0.5455,0,35,1
75924,0.0063,1.8858,1.681,0.7596,0.2804,1,30,0
59469,0.004,1.3429,1.7026,0.7505,0.5008,1,30,0
68100,0.0023,1.7408,1.6282,0.9059,0.2466,1,30,0
63513,0.0028,1.6036,1.6727,0.824,0.2099,1,30,0
85866,0.0059,2.1417,1.9007,0.8601,0.2698,1,30,0
89280,0.0076,2.2031,2.0145,0.77,0.3359,1,30,0
91525,0.0033,2.133,1.9434,0.8853,0.2074,1,30,0
68392,0.0032,1.5808,1.7432,0.8396,0.3465,1,30,0
74420,0.0071,1.5367,1.887,0.6397,0.4528,1,30,0
102020,0.0152,2.3224,2.5564,0.7126,0.5294,0,50,1
104705,0.0139,2.6213,2.5056,0.7183,0.436,1,50,1
115459,0.0176,2.564,2.5908,0.6483,0.4409,0,50,1
101817,0.0169,2.3803,2.4468,0.7196,0.4544,0,50,1
106130,0.0127,2.4085,2.4571,0.801,0.5038,0,50,1
103487,0.0159,2.4275,2.5228,0.6561,0.5718,0,50,1
98225,0.0146,2.4624,2.3557,0.682,0.4093,0,50,1
118651,0.0146,2.6941,2.5508,0.6833,0.377,0,50,1
105880,0.0146,2.4613,2.4112,0.67,0.4716,0,50,1
118390,0.02,2.5357,3.374,0.6774,0.5593,0,0,0
117552,0.0188,2.6033,2.7339,0.7303,0.4645,1,0,0
133507,0.0218,2.9316,3.2707,0.6726,0.6558,1,68,1
113754,0.0189,2.649,2.9878,0.6527,0.5697,1,68,1
105623,0.0115,2.3053,2.0688,0.6874,0.5726,0,41,1
105623,0.0115,2.3053,2.0688,0.6874,0.5726,0,41,1
149580,0.0198,2.8752,2.7405,0.7239,0.505,0,41,1
126834,0.0134,2.5632,2.4892,0.7119,0.6345,1,41,1
132037,0.0167,2.3791,3.0039,0.6403,0.4941,0,29,0
100688,0.011,2.1571,2.0812,0.7034,0.4157,0,29,0
171394,0.0235,3.1052,3.0645,0.7239,0.5268,1,68,1
132843,0.0169,2.6005,2.5002,0.6843,0.5478,1,68,1
132843,0.0169,2.6005,2.5002,0.6843,0.5478,1,68,1
184593,0.026,3.0466,2.7793,0.6696,0.5159,0,68,1
135552,0.018,2.5683,2.8237,0.6874,0.5322,1,35,1
179304,0.0235,3.0254,3.1899,0.7381,0.4846,1,35,1
130037,0.0168,2.793,2.6311,0.7582,0.5282,1,35,1
142915,0.0185,2.8412,3.0254,0.7441,0.4811,1,45,0
139752,0.0213,2.7638,3.0448,0.6486,0.5784,1,45,0
139752,0.0213,2.7638,3.0448,0.6486,0.5784,1,45,0
129192,0.0181,2.3902,2.9218,0.7019,0.4315,1,45,0
146084,0.0217,2.4936,3.3614,0.6566,0.5768,0,41,0
131372,0.0191,2.4205,2.805,0.6765,0.6313,1,41,0
148671,0.0153,2.8282,2.9882,0.8045,0.4442,0,41,0
122238,0.0141,2.6842,2.4189,0.7463,0.5397,1,41,1
109984,0.0132,2.2623,2.383,0.6525,0.5722,1,41,1
99512,0.0081,1.9599,2.1544,0.7563,0.517,1,41,1
132295,0.0142,2.7889,2.4851,0.6701,0.3789,0,41,1
142018,0.0164,2.7135,2.7974,0.73,0.543,1,29,0
154411,0.0193,2.9494,2.9391,0.7048,0.6149,1,29,0
118770,0.0146,2.2564,2.4258,0.6449,0.4999,1,29,0
133222,0.0153,2.1861,2.7563,0.6954,0.5591,0,29,0
140830,0.0163,2.4152,2.8107,0.7151,0.5594,1,68,1
140830,0.0163,2.4152,2.8107,0.7151,0.5594,1,68,1
127198,0.0164,2.4545,2.4648,0.6754,0.5347,1,68,1
116381,0.0205,2.6289,2.9953,0.6603,0.6016,1,68,1
118851,0.0197,2.7464,2.7874,0.7208,0.5315,0,68,1
114396,0.018,2.396,2.8135,0.6925,0.556,1,54,0
114396,0.018,2.396,2.8135,0.6925,0.556,1,54,0
126869,0.0187,2.5788,3.1206,0.7157,0.5197,1,54,0
132043,0.0193,2.8941,3.0005,0.7443,0.5027,1,54,0
117926,0.0192,2.5194,2.7984,0.6832,0.5431,1,54,0
109913,0.0139,2.3757,2.6819,0.7307,0.4769,1,54,0
112587,0.019,2.616,2.8228,0.6546,0.5766,1,28,1
84177,0.0114,2.154,2.2266,0.7519,0.4573,1,28,1
97678,0.0147,2.3054,2.5905,0.7325,0.4944,1,28,1
79678,0.0101,1.7409,2.2685,0.6685,0.6096,0,28,1
135547,0.0224,3.1657,3.3426,0.7141,0.5492,1,68,1
134389,0.0188,3.1597,3.0854,0.7786,0.5016,1,68,1
154788,0.0239,3.145,3.3604,0.7754,0.4973,1,68,1
147573,0.0217,2.7876,3.025,0.7176,0.5415,1,41,0
119146,0.0158,2.4304,2.4816,0.6901,0.4964,1,41,0
135846,0.0216,2.6386,2.8373,0.693,0.4875,1,41,0
108092,0.0134,2.3897,2.1952,0.6772,0.5617,0,35,1
122682,0.0152,2.3039,2.6917,0.724,0.5276,1,35,1
124978,0.0149,2.675,2.5957,0.6797,0.6112,0,35,1
140806,0.0201,2.5521,3.3283,0.6926,0.4811,1,45,0
151890,0.0246,2.7595,3.4823,0.6919,0.6054,1,45,0
133999,0.0192,2.5109,2.8782,0.6212,0.4294,1,45,0
83712,0.0066,2.2704,1.9476,0.7558,0.4554,1,30,0
84456,0.0071,2.2479,1.9751,0.7619,0.4548,1,30,0
66602,0.0046,1.5516,1.6734,0.7742,0.3524,1,30,0
58285,0.0011,1.6039,1.5037,0.9214,0.1274,1,30,0
66089,0.0027,1.507,1.7309,0.8607,0.2221,0,30,0
71090,0.0072,1.7497,1.8188,0.74,0.3209,1,30,0
77744,0.007,1.6293,1.8346,0.7818,0.5225,1,30,0
63312,0.0049,1.5494,1.7201,0.7233,0.1868,1,30,0
68539,0.0036,1.7141,1.7165,0.8249,0.3244,0,30,0
103552,0.0096,2.2531,2.1273,0.8302,0.3561,1,30,0
90742,0.0094,2.1872,1.7911,0.7494,0.3797,1,30,0
78294,0.0057,1.7885,1.8974,0.7569,0.4247,1,30,0
85744,0.0096,1.7989,2.2148,0.6642,0.6137,1,30,0
87966,0.0095,1.8243,2.102,0.6285,0.3843,1,30,0
88421,0.0067,1.8803,2.068,0.8449,0.3578,1,30,0
89686,0.009,1.7328,2.1833,0.6851,0.4356,1,30,0
89686,0.009,1.7328,2.1833,0.6851,0.4356,1,30,0
123354,0.0179,2.2762,2.9661,0.6735,0.4772,0,0,0
123991,0.0136,2.6003,2.4929,0.8219,0.3749,0,0,0
142029,0.0244,2.6679,3.8472,0.643,0.6291,1,0,0
129328,0.0222,2.6866,2.9088,0.6254,0.4104,1,0,0
139565,0.0257,2.7192,3.7617,0.6267,0.6148,0,0,0
114654,0.0151,2.2085,2.7026,0.7407,0.5434,0,0,0
131215,0.0167,2.4513,2.5981,0.7038,0.5227,0,68,1
132269,0.0248,2.7381,3.2631,0.6788,0.6098,0,0,0
103996,0.0153,2.1539,2.8195,0.6996,0.503,0,0,0
162310,0.0208,2.7821,2.7641,0.696,0.5445,1,68,1
125850,0.0154,2.4716,2.5859,0.6613,0.5263,0,68,1
129402,0.0209,2.4218,3.3814,0.6326,0.6931,1,0,0
114394,0.0166,2.7444,2.523,0.7305,0.491,1,0,0
132850,0.0173,2.9786,2.8205,0.6764,0.4663,1,0,0
133113,0.0202,2.3817,3.163,0.6352,0.5455,0,29,0
118004,0.0134,2.2221,2.8203,0.7826,0.5277,1,29,0
141139,0.0147,2.751,2.8328,0.7679,0.3954,0,29,0
95902,0.015,2.21,2.7731,0.6408,0.5555,0,50,1
83418,0.0113,2.0792,2.207,0.6232,0.3651,0,50,1
99885,0.0166,2.2784,2.4778,0.693,0.3949,1,50,1
173968,0.0246,2.8447,3.1462,0.7105,0.5678,0,68,1
137347,0.0178,2.4632,2.6768,0.7078,0.6238,0,68,1
122013,0.0204,2.7255,2.9894,0.6733,0.4851,0,0,0
123778,0.02,2.6386,3.0189,0.6498,0.5309,0,0,0
136950,0.0278,2.8408,4.0107,0.6449,0.6115,0,68,1
138648,0.027,3.0315,3.6227,0.6493,0.5628,1,68,1
133130,0.0201,2.8745,2.9518,0.7575,0.5433,1,68,1
107594,0.017,2.5475,2.8471,0.6908,0.515,1,68,1
88335,0.012,2.3073,2.2436,0.6645,0.4941,0,28,1
112235,0.016,2.6128,2.6067,0.7622,0.4868,1,28,1
123447,0.0169,2.7794,2.5993,0.7398,0.464,1,28,1
83870,0.0107,2.1648,2.144,0.7437,0.6065,1,28,1
129753,0.0188,2.5767,2.8351,0.7112,0.4947,1,41,0
138155,0.0212,2.5485,3.356,0.6395,0.5772,0,41,0
139519,0.0204,2.6214,2.8318,0.656,0.499,0,41,0
150071,0.0191,2.8821,2.801,0.7349,0.5594,0,68,1
137677,0.0174,2.4478,2.7286,0.6633,0.6068,0,68,1
150560,0.0211,3.0396,2.9499,0.751,0.5127,1,35,1
119225,0.0162,2.4076,2.7212,0.7161,0.6335,0,35,1
116865,0.0157,2.4894,2.4182,0.6802,0.4886,1,35,1
130954,0.0177,2.4201,3.1232,0.6953,0.5236,0,45,0
137451,0.0203,2.7288,3.1847,0.7237,0.5687,1,45,0
137451,0.0203,2.7288,3.1847,0.7237,0.5687,1,45,0
134498,0.0183,2.6918,2.8432,0.7221,0.55,0,0,0
115704,0.015,2.2585,2.7821,0.6804,0.4948,0,0,0
115704,0.015,2.2585,2.7821,0.6804,0.4948,0,0,0
121840,0.0223,2.72,3.2783,0.6888,0.6166,1,68,1
130041,0.0237,2.9496,3.1244,0.7028,0.4709,1,68,1
84038,0.0095,1.7323,2.0398,0.6389,0.5672,1,30,0
84038,0.0095,1.7323,2.0398,0.6389,0.5672,1,30,0
73830,0.0093,1.7912,1.8115,0.6934,0.4918,1,30,0
101655,0.0098,2.0922,2.141,0.8103,0.519,1,30,0
75325,0.0068,1.5919,2.0356,0.7129,0.5218,1,30,0
83850,0.0066,1.8357,1.9062,0.7404,0.2873,1,30,0
74695,0.0096,1.8722,1.7879,0.6764,0.3387,1,30,0
74695,0.0096,1.8722,1.7879,0.6764,0.3387,1,30,0
86695,0.0096,1.7636,2.0671,0.6703,0.4861,1,30,0
86762,0.0098,2.0127,2.1264,0.6621,0.4725,1,30,0
140388,0.0208,2.4941,3.3502,0.6629,0.5318,1,45,0
127058,0.0158,2.359,2.9309,0.752,0.5085,0,45,0
141599,0.0178,2.8052,2.7587,0.7852,0.4856,1,41,0
150306,0.0231,2.7706,3.2382,0.6398,0.6149,1,41,0
133678,0.016,2.5513,2.7726,0.7073,0.458,0,41,0
125326,0.016,2.3796,2.6713,0.6955,0.5282,0,35,1
126282,0.0163,2.8049,2.5579,0.7465,0.5018,0,35,1
136836,0.02,2.6957,2.9461,0.6421,0.508,0,35,1
83839,0.0092,1.8794,1.942,0.746,0.4501,1,30,0
86635,0.0091,2.0617,1.7686,0.7122,0.3217,1,30,0
95700,0.01,2.2081,2.1431,0.692,0.3964,1,30,0
95700,0.01,2.2081,2.1431,0.692,0.3964,1,30,0
95662,0.0106,1.8151,2.2853,0.705,0.4145,1,30,0
89808,0.007,1.8973,2.1319,0.8128,0.3151,1,30,0
87124,0.0094,1.7734,2.2469,0.6679,0.4789,1,30,0
114048,0.0153,2.7158,2.6093,0.7076,0.571,0,50,1
93278,0.0119,1.9115,2.4036,0.7193,0.5606,0,50,1
94443,0.0136,2.0442,2.6902,0.6571,0.562,0,50,1
178407,0.0239,3.1194,3.1519,0.7326,0.5597,0,68,1
149952,0.0164,2.7847,2.628,0.7582,0.4954,0,68,1
136258,0.0181,2.5555,2.3885,0.6785,0.4946,1,29,0
117079,0.0118,2.2057,2.3375,0.731,0.4228,1,29,0
113314,0.0148,2.084,2.2982,0.7184,0.4332,0,29,0
131715,0.0224,2.7644,3.3693,0.7084,0.5231,0,0,0
115670,0.0168,2.4152,3.0025,0.7249,0.4088,0,0,0
139853,0.0154,2.6162,2.6922,0.8042,0.468,0,19,0
107660,0.0109,2.0127,2.372,0.7415,0.458,0,19,0
151575,0.0209,2.8264,2.8726,0.6933,0.4453,0,19,0
145582,0.0206,2.66,3.1502,0.7023,0.6017,0,19,0
85030,0.0102,2.1441,2.196,0.672,0.5351,1,28,1
99482,0.0098,2.67,2.3002,0.794,0.4457,1,28,1
119023,0.0148,2.566,2.497,0.7588,0.4953,0,28,1
82344,0.0099,2.1682,2.0292,0.7101,0.5609,1,28,1
90319,0.0127,2.211,2.3411,0.6522,0.5347,0,28,1
163133,0.0226,2.8251,3.0491,0.7052,0.5132,0,68,1
109803,0.0178,2.475,2.8545,0.7154,0.5083,1,0,0
126448,0.0156,2.7893,2.6676,0.7992,0.416,1,0,0
126448,0.0156,2.7893,2.6676,0.7992,0.416,1,0,0
124204,0.0212,2.7577,3.0499,0.645,0.504,0,0,0
105986,0.0125,2.6654,2.5219,0.7365,0.5441,0,50,1
94846,0.0128,2.3224,2.4197,0.6978,0.5167,0,50,1
103056,0.0129,2.5601,2.4854,0.7214,0.5155,1,50,1
92430,0.0128,2.4383,2.1629,0.7386,0.4861,0,50,1
141030,0.0186,2.5649,2.8697,0.7447,0.525,0,29,0
155316,0.0189,2.7553,2.9169,0.7789,0.5018,1,29,0
148466,0.0183,2.8848,2.7351,0.7388,0.5476,0,68,1
161696,0.0185,2.9183,2.7776,0.6772,0.5222,0,68,1
103711,0.0158,2.313,2.5931,0.6733,0.6107,0,50,1
106198,0.017,2.541,2.5642,0.6709,0.5345,0,50,1
106465,0.0108,2.677,2.4532,0.8055,0.4069,0,50,1
106465,0.0108,2.677,2.4532,0.8055,0.4069,0,50,1
116541,0.0145,2.8099,2.5526,0.6868,0.3627,0,50,1
157049,0.0247,2.8418,2.6186,0.6792,0.5136,0,41,0
142435,0.0203,2.7019,2.9473,0.7295,0.4733,1,41,0
180191,0.0278,3.1601,3.5493,0.6679,0.607,0,41,0
123328,0.022,2.7459,3.0737,0.6611,0.6289,1,68,1
119383,0.0214,2.7222,2.8426,0.6906,0.5636,1,68,1
159287,0.0218,2.8562,3.051,0.7565,0.5499,1,45,0
145507,0.019,2.6742,2.8652,0.7505,0.5562,0,45,0
142806,0.0201,2.6696,2.8314,0.7037,0.5448,1,35,1
146435,0.0202,2.841,2.8172,0.7331,0.4671,1,35,1
131986,0.0169,2.5259,2.7203,0.7339,0.4775,0,49,0
