id,JPEG_size,CONTOUR_DENSITY,SUBBAND_ENTROPY,FEATURE_CONGESTION,FIG_GROUND,CONTOUR_CONGESTION,start_date,end_date,wrong_selection,hint_used,hints_count,evaluation,evaluation_details,objects,distractors,background,theme,perspective,rotate_images,max_overlap,min_distance_from_border,min_size,max_size,earned_stars,max_stars_possible,ended_early,general_difficulty,adaptive,duration,background_difficulty
1604401,96592,0.014,2.3599,2.2907,0.6702,0.549,2022-12-24 13:46:08,2022-12-24 13:50:04,30,t,3,-1,"hint used &  acceptable time (112s) exceeded (236s) &  2 or more mistakes on 2 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids/Items/5_wand.png"" - 10 errs) -- (on object ""FantasyOldKids/Items/45_girlwitch_4.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/30_cat.png"" - 19 errs) --] ",7,19,60_50_10_bg10.png,FantasyOldKids,1,1,0.2,64,100,180,10,18,f,28,1,236,90
1605105,157748,0.0225,2.5895,3.5267,0.6984,0.5656,2022-12-24 13:51:45,2022-12-24 13:53:33,2,t,1,0,"hint used &  time (108s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/45_dress.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/50_robot.png"" - 1 errs) --] ",9,23,60_40_10_bg1.png,FantasyOldKids,0,0,0.3,71,86,215,16,24,f,29,0,108,0
1605194,152903,0.023,2.638,3.141,0.6797,0.6371,2022-12-24 13:54:01,2022-12-24 13:55:38,4,t,2,0,"hint used &  time (97s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/70_balerina.png"" - 1 errs) -- (on object ""CityOldKids/Items/60_oldMan.png"" - 1 errs) -- (on object ""CityOldKids/Items/65_policeman.png"" - 2 errs) --] ",9,23,74_50_10_bg3.png,CityOldKids,0,0,0.3,71,86,215,18,24,f,29,0,97,0
1605969,110515,0.0162,2.2469,2.5711,0.6772,0.6404,2022-12-24 13:58:54,2022-12-24 13:59:50,0,f,0,1, time (56s) - OK & ,9,26,74_50_10_bg3.png,CityOldKids,0,1,0.4,64,100,180,21,24,f,41,1,56,90
1606052,116857,0.0176,2.4648,2.4683,0.6719,0.5956,2022-12-24 14:00:20,2022-12-24 14:01:34,0,f,0,1, time (74s) - OK & ,9,27,60_50_10_bg10.png,FantasyOldKids,0,1,0.4,64,100,180,21,24,f,41,1,74,90
1606152,127741,0.0202,2.5763,3.0104,0.6265,0.6388,2022-12-24 14:02:06,2022-12-24 14:03:51,0,f,0,1, time (105s) - OK & ,10,28,63_35_5_bg8.png,CityOldKids,0,1,0.4,64,100,180,24,27,f,41,1,105,90
1606687,98563,0.0144,2.4824,2.4424,0.7076,0.4585,2022-12-25 09:31:06,2022-12-25 09:31:39,1,f,0,1," time (33s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\390_swingset.png"" - 1 errs) --] ",5,11,58_20_4_bg2.png,CityOldKids,0,1,0.4,64,100,300,9,12,f,50,1,33,90
1606729,101845,0.0141,2.3343,2.5277,0.7295,0.4478,2022-12-25 09:31:59,2022-12-25 09:32:56,2,t,1,0,"hint used &  time (57s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) &  [Mistakes Details:   (on object ""FantasyOldKids\Items\15_bones.png"" - 2 errs) --] ",5,11,57_60_10_bg8.png,FantasyOldKids,1,1,0.4,64,100,300,6,12,f,50,1,57,90
1606772,94936,0.0125,2.0164,2.3306,0.7283,0.6298,2022-12-25 09:33:17,2022-12-25 09:34:04,1,t,1,0,"hint used &  time (47s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\20_pigeon.png"" - 1 errs) --] ",5,11,74_50_10_bg3.png,CityOldKids,1,1,0.4,64,100,300,7,12,f,50,1,47,0
1606813,99534,0.0078,2.3635,2.3655,0.8328,0.4024,2022-12-25 09:34:23,2022-12-25 09:35:04,0,f,0,1, time (41s) - OK & ,6,12,73_15_7_bg4.png,Farm,1,1,0.4,64,100,180,12,15,f,50,1,41,0
1607309,97396,0.0136,2.4113,2.4644,0.6666,0.5622,2022-12-25 15:58:35,2022-12-25 15:59:24,3,t,1,0,"hint used &  time (49s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/60_dress.png"" - 1 errs) -- (on object ""CityOldKids/Items/110_wheelchair.png"" - 1 errs) -- (on object ""CityOldKids/Items/250_lake.png"" - 1 errs) --] ",7,19,58_20_4_bg2.png,CityOldKids,1,1,0.4,64,100,180,10,18,f,28,1,49,90
1607404,95241,0.0123,2.2801,2.2274,0.6536,0.5764,2022-12-25 15:59:49,2022-12-25 16:03:13,6,t,3,0,"hint used &  acceptable time (112s) exceeded (204s) &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/50_genie.png"" - 5 errs) -- (on object ""FantasyOldKids/Items/40_ninja.png"" - 1 errs) --] ",7,19,60_50_10_bg10.png,FantasyOldKids,1,1,0.4,128,100,180,13,18,f,28,1,204,90
1608151,133995,0.0224,2.6899,3.2678,0.6882,0.6505,2022-12-25 16:51:45,2022-12-25 16:52:32,0,f,0,1, time (47s) - OK & ,10,28,73_50_15_bg4.png,CityOldKids,0,1,0.2,64,100,180,24,27,f,41,1,47,90
1608240,133861,0.02,2.512,3.0986,0.6989,0.5841,2022-12-25 16:53:05,2022-12-25 16:54:16,0,f,0,1, time (71s) - OK & ,10,29,57_60_10_bg8.png,FantasyOldKids,0,1,0.2,64,100,180,24,27,f,41,1,71,90
1608326,120646,0.0177,2.623,2.8994,0.6719,0.5503,2022-12-25 16:54:48,2022-12-25 16:55:38,0,f,0,1, time (50s) - OK & ,10,29,63_35_5_bg8.png,CityOldKids,0,1,0.4,64,100,180,24,27,f,41,1,50,90
1609934,109470,0.0139,2.4965,2.584,0.7232,0.6609,2022-12-26 11:08:43,2022-12-26 11:09:49,1,t,1,0,"hint used &  time (66s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\600_statue.png"" - 1 errs) --] ",5,11,58_50_7_bg5.png,CityOldKids,1,1,0.4,64,100,300,9,12,f,50,1,66,0
1609982,79723,0.0098,1.868,2.3369,0.6694,0.5663,2022-12-26 11:10:08,2022-12-26 11:11:17,2,t,2,0,"hint used &  time (69s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids\Items\15_crown.png"" - 2 errs) --] ",6,12,60_40_10_bg1.png,FantasyOldKids,1,1,0.4,64,100,180,10,15,f,50,1,69,0
1610019,97182,0.0157,2.2882,2.4827,0.705,0.5924,2022-12-26 11:11:37,2022-12-26 11:12:09,0,f,0,1, time (32s) - OK & ,5,11,73_50_15_bg4.png,CityOldKids,1,1,0.4,64,100,300,9,12,f,50,1,32,0
1610064,98421,0.0074,2.3176,2.3285,0.8316,0.3482,2022-12-26 11:12:28,2022-12-26 11:13:10,0,f,0,1, time (42s) - OK & ,6,12,73_15_7_bg4.png,Farm,1,1,0.4,64,100,180,12,15,f,50,1,42,0
1610784,119875,0.0167,2.4599,2.2548,0.678,0.4873,2022-12-26 16:54:11,2022-12-26 16:54:49,1,f,0,1," time (38s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/30_cat.png"" - 1 errs) --] ",7,13,67_50_15_bg4.png,FantasyOldKids,1,0,0.2,143,92,251,12,18,f,30,0,38,0
1610850,113016,0.0159,2.1702,2.4177,0.6987,0.5494,2022-12-26 16:55:10,2022-12-26 16:56:30,1,f,0,1," time (80s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/180_pirateWithwoodleg.png"" - 1 errs) --] ",7,13,52_20_7_bg4.png,Pirates,1,0,0.2,143,92,251,15,18,f,30,0,80,0
1610906,137637,0.0192,2.8017,2.8673,0.6871,0.4777,2022-12-26 16:56:59,2022-12-26 16:57:45,2,f,0,1," time (46s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/30_mirror.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/20_crow_4.png"" - 1 errs) --] ",7,13,58_40_10_bg2.png,FantasyOldKids,1,0,0.2,143,92,251,10,18,f,30,0,46,0
1610962,123066,0.0174,2.6635,2.7609,0.6721,0.5536,2022-12-26 16:58:05,2022-12-26 16:58:38,1,f,0,1," time (33s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/75_shoppingCart.png"" - 1 errs) --] ",7,13,58_20_4_bg2.png,CityOldKids,1,0,0.2,143,92,251,15,18,f,30,0,33,0
1611516,97957,0.0112,2.5263,2.312,0.7087,0.5723,2022-12-27 09:50:00,2022-12-27 09:50:50,3,t,2,0,"hint used &  time (50s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\40_catInBox.png"" - 2 errs) -- (on object ""CityOldKids\Items\15_squirrelEating.png"" - 1 errs) --] ",6,12,58_50_7_bg5.png,CityOldKids,1,1,0.4,64,100,180,7,15,f,50,1,50,90
1611563,94154,0.013,2.41,2.2369,0.7413,0.5025,2022-12-27 09:51:11,2022-12-27 09:51:59,1,t,1,0,"hint used &  time (48s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm\Items\2_carrot.png"" - 1 errs) --] ",6,13,70_50_10_bg7.png,Farm,1,1,0.4,64,100,180,10,15,f,50,1,48,90
1611676,75710,0.013,2.0099,2.0193,0.6394,0.4999,2022-12-27 09:52:22,2022-12-27 09:57:57,32,t,2,-1,"hint used &  acceptable time (96s) exceeded (335s) &  2 or more mistakes on 4 item(s) &  any mistake on 5 item(s) &  [Mistakes Details:   (on object ""Pirates\Items\30_turtle.png"" - 6 errs) -- (on object ""Pirates\Items\60_WHEEL000.png"" - 3 errs) -- (on object ""Pirates\Items\65_oxigenTanks.png"" - 5 errs) -- (on object ""Pirates\Items\13_CUP1000.png"" - 1 errs) -- (on object ""Pirates\Items\21_FLASH030.png"" - 17 errs) --] ",6,13,52_20_7_bg4.png,Pirates,1,1,0.4,64,100,180,6,15,f,50,1,335,0
1612401,99353,0.0099,1.9066,2.1535,0.7273,0.5971,2022-12-27 10:30:58,2022-12-27 10:31:41,0,f,0,1, time (43s) - OK & ,7,18,74_50_10_bg3.png,CityOldKids,1,1,0.2,76,100,180,15,18,f,55,1,43,0
1612460,103504,0.0112,1.9457,2.1862,0.7095,0.6116,2022-12-27 10:32:06,2022-12-27 10:32:44,1,f,0,1," time (38s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/160_drumPlayer.png"" - 1 errs) --] ",7,19,74_50_10_bg3.png,CityOldKids,1,1,0.2,76,100,180,12,18,f,55,1,38,0
1612526,123824,0.0108,2.7334,2.3695,0.7988,0.4795,2022-12-27 10:33:09,2022-12-27 10:34:05,2,t,2,0,"hint used &  time (56s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/50_farmerStanding_withShovel.png"" - 1 errs) -- (on object ""Farm/Items/5_onionPurple.png"" - 1 errs) --] ",7,19,75_30_6_bg8.png,Farm,1,1,0.2,76,100,180,15,18,f,55,1,56,90
1612594,159870,0.0217,3.1435,2.4411,0.6595,0.4096,2022-12-27 10:34:30,2022-12-27 10:35:19,2,t,1,0,"hint used &  time (49s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/330_dolphin_jumpingHoop.png"" - 1 errs) -- (on object ""Pirates/Items/14_BOTL9000.png"" - 1 errs) --] ",7,18,90_15_4_bg7.png,Pirates,1,1,0.2,76,100,180,13,18,f,55,1,49,90
1613405,85978,0.0113,2.21,2.2082,0.6655,0.5493,2022-12-28 10:46:30,2022-12-28 10:47:15,0,f,0,1, time (45s) - OK & ,6,12,58_20_4_bg2.png,CityOldKids,1,1,0.4,64,100,180,12,15,f,50,1,45,0
1613451,96145,0.0102,2.3752,2.2661,0.8314,0.4937,2022-12-28 10:47:39,2022-12-28 10:48:26,1,f,0,1," time (47s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids\Items\80_chest_2.png"" - 1 errs) --] ",6,13,70_80_10_bg5.png,FantasyOldKids,1,1,0.4,64,100,180,12,15,f,50,1,47,0
1613508,84619,0.0107,2.0952,2.2401,0.656,0.5145,2022-12-28 10:48:48,2022-12-28 10:50:03,2,t,2,0,"hint used &  time (75s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\70_waiter.png"" - 1 errs) -- (on object ""CityOldKids\Items\20_squirrelClimbing.png"" - 1 errs) --] ",6,14,63_35_5_bg8.png,CityOldKids,1,1,0.4,64,100,180,7,15,f,50,1,75,0
1613552,72795,0.0063,1.9263,1.9021,0.7723,0.5067,2022-12-28 10:50:25,2022-12-28 10:50:51,0,f,0,1, time (26s) - OK & ,6,14,66_20_4_bg1.png,Farm,1,1,0.2,64,100,180,12,15,f,50,1,26,0
1615347,123839,0.0188,2.4246,2.7348,0.6931,0.5403,2022-12-30 14:02:20,2022-12-30 14:02:53,0,f,0,1, time (33s) - OK & ,7,13,58_30_8_bg3.png,FantasyOldKids,1,0,0.2,143,92,251,15,18,f,30,0,33,0
1615398,109711,0.0144,2.1527,2.3891,0.6303,0.4433,2022-12-30 14:03:14,2022-12-30 14:03:45,0,f,0,1, time (31s) - OK & ,7,13,75_25_7_bg3.png,Farm,1,0,0.2,143,92,251,15,18,f,30,0,31,0
1615451,119428,0.0132,2.191,2.7598,0.7443,0.4257,2022-12-30 14:04:06,2022-12-30 14:04:45,0,f,0,1, time (39s) - OK & ,7,13,55_33_10_bg1.png,Pirates,1,0,0.2,143,92,251,15,18,f,30,0,39,0
1615510,120746,0.0168,2.3605,2.89,0.69,0.4513,2022-12-30 14:05:06,2022-12-30 14:05:56,2,f,0,1," time (50s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/500_cave.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/40_LAMP4.png"" - 1 errs) --] ",7,13,60_40_10_bg1.png,FantasyOldKids,1,0,0.2,143,92,251,11,18,f,30,0,50,0
1615564,120188,0.0168,2.2348,2.583,0.7144,0.5813,2022-12-30 14:06:17,2022-12-30 14:06:51,0,f,0,1, time (34s) - OK & ,7,13,74_50_10_bg3.png,CityOldKids,1,0,0.2,143,92,251,15,18,f,30,0,34,0
1617888,93149,0.0132,2.0444,2.6447,0.6542,0.5937,2023-01-01 13:36:44,2023-01-01 13:38:01,3,t,1,0,"hint used &  time (77s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 3 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/50_chef.png"" - 1 errs) -- (on object ""CityOldKids/Items/35_babySitting.png"" - 1 errs) -- (on object ""CityOldKids/Items/40_handbag.png"" - 1 errs) --] ",7,18,58_30_8_bg9.png,CityOldKids,0,1,0.4,128,100,180,13,18,f,28,1,77,90
1617957,96055,0.0138,2.266,2.3995,0.7096,0.5881,2023-01-01 13:38:26,2023-01-01 13:39:49,2,f,0,1," time (83s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/45_magician.png"" - 1 errs) -- (on object ""FantasyOldKids/Items/6_CNDL2.png"" - 1 errs) --] ",7,17,60_80_15_bg9.png,FantasyOldKids,0,1,0.4,128,100,180,11,18,f,28,1,83,90
1618028,105730,0.0129,2.609,2.4744,0.7066,0.5404,2023-01-01 13:40:25,2023-01-01 13:41:54,4,t,1,0,"hint used &  time (89s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""CityOldKids/Items/33_trafficCone.png"" - 1 errs) -- (on object ""CityOldKids/Items/1800_crane.png"" - 1 errs) -- (on object ""CityOldKids/Items/400_tree_winter.png"" - 1 errs) -- (on object ""CityOldKids/Items/1500_truck.png"" - 1 errs) --] ",7,17,58_50_7_bg5.png,CityOldKids,0,1,0.4,64,100,180,10,18,f,28,1,89,90
1619382,84840,0.0114,2.24,2.2153,0.6678,0.489,2023-01-02 10:45:46,2023-01-02 10:46:33,1,t,1,0,"hint used &  time (47s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\120_icecreamCart.png"" - 1 errs) --] ",6,13,58_20_4_bg2.png,CityOldKids,1,1,0.2,64,100,180,10,15,f,50,1,47,0
1619458,77711,0.0079,1.7456,2.1638,0.7511,0.5525,2023-01-02 10:46:57,2023-01-02 10:49:01,10,t,2,0,"hint used &  acceptable time (96s) exceeded (124s) &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""Pirates\Items\45_telescope1.png"" - 9 errs) -- (on object ""Pirates\Items\55_pirateKid2.png"" - 1 errs) --] ",6,13,55_33_10_bg1.png,Pirates,1,1,0.2,128,100,180,10,15,f,50,1,124,0
1619515,98836,0.0118,2.5543,2.4719,0.7572,0.5428,2023-01-02 10:49:26,2023-01-02 10:50:22,3,t,2,0,"hint used &  time (56s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids\Items\10_cobra.png"" - 2 errs) -- (on object ""FantasyOldKids\Items\8_sword.png"" - 1 errs) --] ",6,13,58_40_10_bg2.png,FantasyOldKids,0,1,0.2,128,100,180,8,15,f,50,1,56,0
1621400,94016,0.0137,2.1446,2.3273,0.7163,0.6082,2023-01-03 13:31:01,2023-01-03 13:31:36,1,t,1,0,"hint used &  time (35s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\20_hotdog.png"" - 1 errs) --] ",6,13,74_50_10_bg3.png,CityOldKids,0,0,0.2,128,100,180,10,15,f,50,1,35,0
1621442,118238,0.012,2.4967,2.7603,0.7895,0.4078,2023-01-03 13:32:00,2023-01-03 13:32:42,0,f,0,1, time (42s) - OK & ,6,13,73_15_7_bg4.png,Farm,1,0,0.2,128,100,180,12,15,f,50,1,42,0
1621489,155684,0.0248,3.0,2.7642,0.6939,0.5487,2023-01-03 13:33:04,2023-01-03 13:34:01,1,t,1,0,"hint used &  time (57s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates\Items\55_divingSuit.png"" - 1 errs) --] ",6,13,90_15_4_bg7.png,Pirates,1,0,0.2,128,100,180,10,15,f,50,1,57,90
1621489,155684,0.0248,3.0,2.7642,0.6939,0.5487,2023-01-03 13:33:04,2023-01-03 13:34:01,1,t,1,0,"hint used &  time (57s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates\Items\55_divingSuit.png"" - 1 errs) --] ",6,13,90_15_4_bg7.png,Pirates,1,0,0.2,128,100,180,10,15,f,50,1,57,90
1621552,96779,0.0129,2.3151,2.2701,0.7088,0.529,2023-01-03 13:34:21,2023-01-03 13:36:55,9,t,2,0,"hint used &  acceptable time (96s) exceeded (154s) &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids\Items\10_poison.png"" - 1 errs) -- (on object ""FantasyOldKids\Items\15_crown.png"" - 8 errs) --] ",6,12,60_50_10_bg10.png,FantasyOldKids,1,0,0.2,128,100,180,9,15,f,50,1,154,90
1623433,85810,0.0107,2.0974,2.2746,0.6902,0.5778,2023-01-04 18:50:08,2023-01-04 18:51:10,3,t,2,0,"hint used &  time (62s) - OK &  2 or more mistakes on 1 item(s) &  any mistake on 2 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids\Items\120_umbrella.png"" - 1 errs) -- (on object ""CityOldKids\Items\100_firemanWithAxe.png"" - 2 errs) --] ",6,12,63_35_5_bg8.png,CityOldKids,1,1,0.2,128,100,180,12,15,f,50,1,62,90
1623494,94797,0.0103,2.4673,2.3023,0.7305,0.5499,2023-01-04 18:51:33,2023-01-04 18:52:55,3,t,2,0,"hint used &  time (82s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 3 item(s) &  [Mistakes Details:   (on object ""CityOldKids\Items\17_wallet.png"" - 1 errs) -- (on object ""CityOldKids\Items\280_butcher.png"" - 1 errs) -- (on object ""CityOldKids\Items\2700_tractor.png"" - 1 errs) --] ",6,12,58_50_7_bg5.png,CityOldKids,1,1,0.2,128,100,180,6,15,f,50,1,82,0
1623538,67668,0.0067,1.711,2.0124,0.7059,0.5293,2023-01-04 18:53:15,2023-01-04 18:53:58,0,f,0,1, time (43s) - OK & ,6,12,70_20_5_bg2.png,Farm,1,1,0.2,64,100,180,12,15,f,50,1,43,0
1623585,139076,0.0226,2.9885,2.5618,0.6685,0.4752,2023-01-04 18:54:19,2023-01-04 18:55:02,1,t,1,0,"hint used &  time (43s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates\Items\45_fishCouple.png"" - 1 errs) --] ",6,12,90_15_4_bg7.png,Pirates,1,1,0.2,64,100,180,9,15,f,50,1,43,90
1628421,115635,0.0191,2.3238,3.1342,0.6484,0.6431,2023-01-05 15:08:59,2023-01-05 15:10:20,0,f,0,1, time (81s) - OK & ,7,17,58_30_8_bg9.png,CityOldKids,0,0,0.4,64,100,180,15,18,f,28,1,81,90
1628488,100913,0.0134,2.5842,2.3431,0.7602,0.4929,2023-01-05 15:10:44,2023-01-05 15:11:50,1,t,1,0,"hint used &  time (66s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/250_cowEating.png"" - 1 errs) --] ",7,17,70_50_10_bg7.png,Farm,0,1,0.4,64,100,180,15,18,f,28,1,66,90
1628565,141848,0.0187,2.805,2.9376,0.7567,0.4776,2023-01-05 15:12:16,2023-01-05 15:13:29,1,f,0,1," time (73s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Pirates/Items/40_pirateGirl.png"" - 1 errs) --] ",7,17,90_20_5_bg5.png,Pirates,0,0,0.4,64,100,180,12,18,f,28,1,73,90
1629051,131951,0.0204,2.4076,3.1303,0.667,0.49,2023-01-07 13:01:39,2023-01-07 13:02:11,0,f,0,1, time (32s) - OK & ,7,13,60_40_10_bg1.png,FantasyOldKids,1,0,0.2,143,92,251,15,18,f,30,0,32,0
1629106,126272,0.0153,2.7639,2.6614,0.7016,0.5596,2023-01-07 13:02:32,2023-01-07 13:03:05,0,f,0,1, time (33s) - OK & ,7,13,58_50_7_bg5.png,CityOldKids,1,0,0.2,143,92,251,15,18,f,30,0,33,0
1629161,127288,0.0119,2.6547,2.6142,0.7774,0.3374,2023-01-07 13:03:26,2023-01-07 13:04:02,0,f,0,1, time (36s) - OK & ,7,13,73_15_7_bg4.png,Farm,1,0,0.2,143,92,251,15,18,f,30,0,36,0
1629218,123660,0.0191,2.3262,2.5598,0.6589,0.6108,2023-01-07 13:04:26,2023-01-07 13:05:05,0,f,0,1, time (39s) - OK & ,7,16,52_20_7_bg4.png,Pirates,1,0,0.2,71,90,239,15,18,f,30,0,39,0
1629284,140257,0.0182,2.8083,2.7848,0.7637,0.3979,2023-01-07 13:05:27,2023-01-07 13:06:20,1,t,1,0,"hint used &  time (53s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""FantasyOldKids/Items/70_monster.png"" - 1 errs) --] ",7,16,70_80_10_bg5.png,FantasyOldKids,1,0,0.2,71,90,239,12,18,f,30,0,53,0
1631174,94207,0.0128,2.2434,2.4121,0.6449,0.5672,2023-01-06 19:37:30,2023-01-06 19:38:42,1,t,1,0,"hint used &  time (72s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""CityOldKids/Items/510_policeCar.png"" - 1 errs) --] ",7,17,63_35_5_bg8.png,CityOldKids,0,1,0.4,64,100,180,15,18,f,28,1,72,90
1631245,109620,0.0138,2.6348,2.5419,0.6911,0.6114,2023-01-06 19:39:06,2023-01-06 19:41:49,0,f,0,0, acceptable time (112s) exceeded (163s) & ,7,17,58_50_7_bg5.png,CityOldKids,0,1,0.4,64,100,180,15,18,f,28,1,163,90
1631946,91319,0.0136,2.1832,2.4415,0.7289,0.632,2023-01-10 18:11:12,2023-01-10 18:12:29,4,t,2,0,"hint used &  time (77s) - OK &  2 or more mistakes on 0 item(s) &  any mistake on 4 item(s) &  [Mistakes Details:   (on object ""CityOldKids\Items\35_boot.png"" - 1 errs) -- (on object ""CityOldKids\Items\150_cleanerWithBags.png"" - 1 errs) -- (on object ""CityOldKids\Items\450_bouncyCastle.png"" - 1 errs) -- (on object ""CityOldKids\Items\100_firemanWithAxe.png"" - 1 errs) --] ",6,12,73_50_15_bg4.png,CityOldKids,0,1,0.2,64,100,180,7,15,f,50,1,77,90
1631997,105114,0.0143,2.8504,2.4518,0.7677,0.3939,2023-01-10 18:12:51,2023-01-10 18:13:53,0,f,0,1, time (62s) - OK & ,6,12,63_50_10_bg7.png,FantasyOldKids,0,0,0.2,64,100,180,12,15,f,50,1,62,90
1632043,91176,0.0136,2.2728,2.3318,0.659,0.5719,2023-01-10 18:14:16,2023-01-10 18:15:27,0,f,0,1, time (71s) - OK & ,6,12,58_20_4_bg2.png,CityOldKids,0,1,0.2,64,100,180,12,15,f,50,1,71,90
1632550,109890,0.0166,2.3397,2.6327,0.6978,0.6213,2023-01-08 16:17:28,2023-01-08 16:18:47,0,f,0,1, time (79s) - OK & ,7,18,74_50_10_bg3.png,CityOldKids,0,0,0.4,64,100,180,15,18,f,28,1,79,90
1632621,115467,0.0178,2.3876,2.7411,0.7006,0.5976,2023-01-08 16:19:17,2023-01-08 16:20:48,0,f,0,1, time (91s) - OK & ,7,18,74_50_10_bg3.png,CityOldKids,1,0,0.4,64,100,180,15,18,f,28,1,91,90
1632690,103972,0.0161,2.4651,2.4641,0.706,0.5259,2023-01-08 16:21:14,2023-01-08 16:23:59,1,f,0,0," acceptable time (112s) exceeded (165s) &  2 or more mistakes on 0 item(s) &  any mistake on 1 item(s) - OK &  [Mistakes Details:   (on object ""Farm/Items/40_pottedPlant1.png"" - 1 errs) --] ",7,18,65_100_10_bg9.png,Farm,1,1,0.4,64,100,180,15,18,f,28,1,165,90
